truck_id,date,gallons_filled,cost_per_gallon,odometer_reading,fuel_station_id
T-0049,2026-03-25,21.4,3.76,258968,FS-7636
T-0025,2026-03-21,37.3,3.44,234376,FS-5314
T-0050,2026-04-05,48.4,4.48,243424,FS-1303
T-0033,2026-03-29,34.1,3.81,144655,FS-7441
T-0030,2026-04-04,59.9,3.27,86184,FS-4733
T-0040,2026-03-26,70.9,4.06,88366,FS-5424
T-0027,2026-03-25,41.9,3.91,44513,FS-1683
T-0030,2026-03-27,18.2,4.36,230408,FS-1849
T-0003,2026-03-21,26.1,3.12,133921,FS-6318
T-0015,2026-04-01,11.9,3.88,27189,FS-6181
T-0030,2026-04-04,15.1,4.61,266869,FS-7018
T-0011,2026-03-27,62.1,4.43,232725,FS-8797
T-0044,2026-03-15,52.8,3.69,221894,FS-6370
T-0035,2026-03-29,23.3,3.41,129685,FS-4139
T-0023,2026-03-26,12.6,3.65,182146,FS-8397
T-0029,2026-03-21,70.7,3.53,51958,FS-3231
T-0007,2026-03-26,42.9,3.81,204416,FS-3845
T-0009,2026-03-21,18.1,3.76,232680,FS-3195
T-0038,2026-03-28,40.2,4.71,262030,FS-6181
T-0044,2026-03-24,72.4,4.37,94748,FS-7563
T-0037,2026-04-04,78.5,4.42,87168,FS-7441
T-0035,2026-03-21,63.6,3.26,51131,FS-7636
T-0050,2026-03-29,12.3,4.27,122844,FS-8158
T-0010,2026-03-15,71.0,4.61,149507,FS-2359
T-0013,2026-03-17,19.7,4.39,276683,FS-3014
T-0011,2026-03-21,63.1,3.63,272524,FS-6465
T-0003,2026-03-30,39.6,4.56,117938,FS-1029
T-0035,2026-03-19,50.3,4.32,208417,FS-7636
T-0013,2026-03-23,55.7,3.39,142881,FS-5314
T-0018,2026-03-18,33.0,3.93,127349,FS-2845
T-0016,2026-03-16,39.2,3.21,154355,FS-6546
T-0023,2026-03-27,45.6,3.22,151664,FS-8571
T-0019,2026-04-02,29.7,4.55,265897,FS-9088
T-0029,2026-04-02,74.4,3.85,20486,FS-8969
T-0043,2026-03-18,15.7,4.27,162932,FS-6546
T-0004,2026-04-02,53.4,3.75,143501,FS-4297
T-0046,2026-03-24,65.4,3.83,143298,FS-5314
T-0009,2026-03-30,36.3,4.0,103341,FS-8969
T-0042,2026-03-25,28.6,4.29,96950,FS-1175
T-0007,2026-03-16,16.0,3.27,245884,FS-3443
T-0021,2026-04-04,38.3,4.46,216429,FS-3016
T-0036,2026-03-21,29.7,4.23,180109,FS-6017
T-0048,2026-03-17,46.6,3.5,91445,FS-8550
T-0028,2026-03-15,74.2,4.21,288748,FS-1946
T-0008,2026-03-27,15.7,3.92,42599,FS-7707
T-0010,2026-04-04,41.9,4.0,132923,FS-3657
T-0030,2026-04-03,21.8,3.27,121983,FS-2033
T-0007,2026-03-21,21.5,4.39,217829,FS-5195
T-0047,2026-03-30,41.4,3.51,75186,FS-8158
T-0003,2026-03-18,65.1,4.78,206644,FS-5415
T-0049,2026-03-26,59.6,3.18,131599,FS-1307
T-0002,2026-03-17,78.0,3.37,214557,FS-6546
T-0041,2026-03-15,57.9,4.59,276572,FS-6181
T-0012,2026-03-15,15.5,3.55,213838,FS-1029
T-0037,2026-03-27,19.4,3.8,247118,FS-3016
T-0018,2026-03-28,51.0,3.65,106796,FS-5203
T-0049,2026-04-05,36.7,4.2,248327,FS-8850
T-0011,2026-03-21,40.5,4.77,275161,FS-9754
T-0032,2026-03-18,33.3,3.87,34174,FS-4427
T-0023,2026-04-01,28.5,3.68,48039,FS-3380
T-0041,2026-03-21,76.3,4.37,145360,FS-9457
T-0009,2026-04-05,32.4,3.94,174492,FS-6370
T-0004,2026-03-22,10.9,3.2,171039,FS-5415
T-0002,2026-03-18,26.9,3.3,135431,FS-5424
T-0027,2026-03-23,22.8,3.63,51731,FS-6535
T-0002,2026-03-27,12.2,4.47,190453,FS-5608
T-0042,2026-03-22,25.6,3.78,29821,FS-6482
T-0037,2026-03-28,51.3,3.76,184588,FS-8065
T-0011,2026-03-26,38.5,3.87,163256,FS-9419
T-0009,2026-03-18,47.2,3.23,18850,FS-5424
T-0015,2026-03-22,57.7,4.09,124020,FS-6546
T-0020,2026-03-16,57.5,4.78,299978,FS-1683
T-0014,2026-03-30,12.8,4.01,241473,FS-1303
T-0041,2026-04-02,20.3,4.09,217005,FS-6370
T-0007,2026-03-18,44.4,3.17,222278,FS-4724
T-0044,2026-03-25,35.0,4.47,66046,FS-8397
T-0005,2026-03-23,56.0,3.36,281174,FS-4139
T-0046,2026-03-22,46.6,3.96,116368,FS-9088
T-0013,2026-03-17,39.8,3.84,206658,FS-3174
T-0012,2026-03-19,35.9,3.51,177034,FS-6318
T-0014,2026-03-22,29.4,3.13,296090,FS-3113
T-0035,2026-03-26,28.9,4.17,132207,FS-4297
T-0018,2026-03-31,47.3,4.39,159909,FS-3195
T-0001,2026-04-03,29.7,4.81,143414,FS-3195
T-0041,2026-03-30,66.1,4.31,164570,FS-4857
T-0008,2026-04-02,72.2,3.75,50602,FS-2989
T-0021,2026-04-03,65.4,4.71,152543,FS-7225
T-0018,2026-03-30,69.6,3.59,275728,FS-3520
T-0045,2026-04-01,53.4,3.27,265109,FS-4427
T-0048,2026-03-29,47.9,3.91,159750,FS-1240
T-0033,2026-03-30,41.4,4.48,223748,FS-5648
T-0025,2026-04-04,30.3,3.97,128994,FS-3813
T-0008,2026-03-21,12.2,4.17,113562,FS-7563
T-0026,2026-04-01,18.9,3.48,138130,FS-8065
T-0002,2026-03-24,33.1,3.32,259502,FS-6546
T-0035,2026-04-04,53.3,4.41,291642,FS-2503
T-0024,2026-03-16,17.6,3.17,215236,FS-8844
T-0008,2026-03-23,35.5,4.1,299490,FS-2503
T-0029,2026-03-25,47.7,4.02,294226,FS-1240
T-0041,2026-03-18,39.9,4.3,205030,FS-1892
T-0033,2026-03-31,15.0,3.34,259285,FS-8170
T-0029,2026-03-22,51.5,3.89,172086,FS-3380
T-0047,2026-04-02,44.2,4.27,89526,FS-3016
T-0024,2026-03-16,62.9,3.99,227342,FS-9088
T-0030,2026-03-16,42.0,3.17,191389,FS-5648
T-0045,2026-03-28,25.9,3.46,140035,FS-4643
T-0012,2026-04-04,24.5,4.33,150001,FS-5648
T-0032,2026-03-18,76.7,4.44,215515,FS-1342
T-0003,2026-03-16,28.1,4.77,152138,FS-3016
T-0011,2026-04-02,44.2,3.5,90510,FS-1394
T-0027,2026-03-18,79.1,4.61,240036,FS-1029
T-0032,2026-03-31,34.7,3.77,74936,FS-3380
T-0037,2026-03-24,42.8,3.87,202577,FS-5277
T-0012,2026-03-17,23.3,4.06,215089,FS-9385
T-0043,2026-03-15,37.7,3.79,262619,FS-1175
T-0039,2026-03-19,64.5,3.78,289727,FS-8571
T-0012,2026-03-15,25.5,4.65,236890,FS-4427
T-0027,2026-03-25,74.4,4.33,51445,FS-3845
T-0033,2026-03-31,44.2,3.8,52199,FS-7225
T-0039,2026-03-26,40.3,4.12,22639,FS-2503
T-0036,2026-03-18,14.4,3.34,63310,FS-7027
T-0008,2026-04-05,76.0,4.03,116613,FS-2239
T-0029,2026-03-30,20.5,3.75,130418,FS-8969
T-0017,2026-03-25,27.3,3.64,201689,FS-3174
T-0033,2026-03-18,13.3,4.6,255850,FS-1946
T-0020,2026-04-02,31.8,3.31,74038,FS-5613
T-0021,2026-04-03,51.9,3.67,171717,FS-7027
T-0028,2026-03-18,39.5,3.45,229191,FS-7636
T-0050,2026-04-01,78.3,3.29,55300,FS-4643
T-0010,2026-04-04,67.5,4.61,267205,FS-8158
T-0024,2026-03-24,71.6,3.52,273922,FS-3014
T-0028,2026-03-17,35.1,3.71,287058,FS-7692
T-0032,2026-03-16,24.3,4.27,103190,FS-6278
T-0029,2026-03-23,74.1,4.44,209616,FS-9234
T-0002,2026-03-19,30.0,4.38,217520,FS-6482
T-0049,2026-03-17,33.5,3.87,186856,FS-4724
T-0009,2026-03-25,29.8,4.6,82240,FS-6546
T-0043,2026-03-27,57.7,3.37,77708,FS-9457
T-0024,2026-04-04,48.8,3.27,62748,FS-1303
T-0035,2026-03-24,51.2,4.62,297174,FS-8969
T-0001,2026-04-03,64.2,4.7,83835,FS-2239
T-0036,2026-03-18,27.3,3.3,53078,FS-8850
T-0034,2026-04-05,48.3,3.65,19519,FS-4857
T-0011,2026-03-20,74.5,4.32,225932,FS-8797
T-0008,2026-04-02,22.1,3.91,230289,FS-9519
T-0025,2026-03-16,37.1,4.85,251654,FS-9385
T-0007,2026-03-31,58.6,3.5,129047,FS-6465
T-0010,2026-03-31,25.6,4.5,272978,FS-1240
T-0030,2026-03-29,38.1,3.55,137458,FS-6546
T-0004,2026-04-02,36.2,4.27,48886,FS-5415
T-0050,2026-03-30,47.4,3.43,86849,FS-1307
T-0012,2026-04-03,73.9,4.18,98190,FS-5277
T-0017,2026-03-27,62.6,4.27,124293,FS-3380
T-0032,2026-03-17,26.0,4.48,96018,FS-4427
T-0005,2026-04-04,59.7,3.4,96435,FS-4643
T-0028,2026-03-18,77.8,3.37,126946,FS-2503
T-0025,2026-03-23,65.1,3.95,173159,FS-3016
T-0044,2026-03-29,69.7,4.19,128642,FS-3813
T-0035,2026-03-24,50.3,4.24,107289,FS-4297
T-0034,2026-03-25,66.7,4.03,246093,FS-6370
T-0011,2026-03-25,35.4,4.45,228938,FS-1394
T-0024,2026-03-26,18.9,4.63,233596,FS-1175
T-0032,2026-03-20,32.0,4.48,212963,FS-7636
T-0001,2026-03-30,28.2,4.52,107462,FS-6535
T-0023,2026-03-30,25.7,4.5,132759,FS-5608
T-0020,2026-03-31,58.2,4.51,235818,FS-6482
T-0041,2026-03-22,47.9,3.69,211825,FS-1849
T-0016,2026-04-03,57.6,3.79,125573,FS-2239
T-0024,2026-03-28,48.0,3.94,170248,FS-5277
T-0044,2026-03-20,48.0,4.64,144438,FS-8158
T-0050,2026-03-23,72.7,3.9,128051,FS-3195
T-0042,2026-04-05,60.7,3.48,274178,FS-9361
T-0019,2026-04-01,74.9,3.25,136019,FS-7500
T-0025,2026-03-30,19.2,3.81,163662,FS-1394
T-0035,2026-03-20,68.3,4.65,201661,FS-2239
T-0035,2026-03-26,49.6,3.36,279744,FS-8969
T-0013,2026-03-17,25.1,3.11,215940,FS-9519
T-0042,2026-03-17,77.3,3.29,183807,FS-8969
T-0018,2026-03-21,29.9,4.41,99494,FS-3813
T-0044,2026-03-21,17.7,3.25,123232,FS-3845
T-0048,2026-03-25,60.5,4.63,136895,FS-6318
T-0013,2026-03-25,43.2,4.74,183261,FS-6546
T-0043,2026-03-20,27.8,3.65,45294,FS-5314
T-0024,2026-03-20,26.3,4.21,212670,FS-8550
T-0029,2026-03-31,12.1,4.16,84022,FS-6318
T-0002,2026-03-15,44.3,3.38,235980,FS-7018
T-0048,2026-03-18,19.9,3.59,160004,FS-9175
T-0049,2026-03-20,25.9,3.48,233984,FS-8850
T-0034,2026-04-04,48.7,4.6,119889,FS-6465
T-0027,2026-03-27,23.2,3.13,266751,FS-7196
T-0042,2026-03-16,27.9,4.8,282326,FS-2841
T-0033,2026-03-16,79.6,3.43,17894,FS-4733
T-0036,2026-03-30,76.9,3.82,262382,FS-4427
T-0024,2026-03-25,44.2,4.22,293625,FS-3174
T-0040,2026-03-15,58.2,4.4,61823,FS-8969
T-0005,2026-03-23,52.8,3.76,45358,FS-6546
T-0030,2026-04-05,18.8,3.17,56274,FS-9134
T-0008,2026-04-04,10.4,3.6,107074,FS-4427
T-0043,2026-03-17,58.0,3.53,99355,FS-1394
T-0048,2026-03-20,18.6,3.56,202806,FS-8550
T-0032,2026-03-18,47.8,3.56,45518,FS-3657
T-0043,2026-03-27,47.5,3.94,29758,FS-3016
T-0039,2026-03-27,43.8,4.23,34538,FS-9234
T-0017,2026-03-19,31.9,3.35,251055,FS-4427
T-0016,2026-03-16,56.4,3.52,283061,FS-9670
T-0030,2026-03-21,58.1,4.09,195147,FS-5203
T-0040,2026-03-31,13.9,3.3,71841,FS-3174
T-0028,2026-03-22,15.8,4.52,34243,FS-8170
T-0036,2026-03-26,41.5,4.82,195178,FS-9062
T-0028,2026-03-25,75.2,4.17,253362,FS-1582
T-0002,2026-03-20,49.5,4.38,37474,FS-8065
T-0012,2026-03-21,53.3,3.57,100366,FS-7563
T-0014,2026-04-01,79.6,3.53,86511,FS-7047
T-0026,2026-03-27,59.3,3.23,241593,FS-6535
T-0009,2026-03-24,12.3,4.05,71426,FS-3380
T-0048,2026-04-05,46.9,4.45,290065,FS-1303
T-0003,2026-04-05,10.7,4.5,147990,FS-2503
T-0040,2026-03-19,21.2,4.45,274743,FS-8844
T-0021,2026-03-30,31.7,3.5,172560,FS-2845
T-0032,2026-03-29,47.5,4.05,237379,FS-7500
T-0005,2026-03-31,31.4,3.79,30206,FS-5203
T-0029,2026-03-30,72.9,4.59,233831,FS-8170
T-0039,2026-03-18,14.9,3.91,253095,FS-4297
T-0015,2026-03-21,67.7,4.44,253186,FS-8550
T-0012,2026-03-18,17.5,4.3,295963,FS-2939
T-0009,2026-03-24,19.2,3.32,118871,FS-5415
T-0001,2026-03-26,45.7,4.3,169368,FS-1175
T-0019,2026-03-22,60.4,3.28,96138,FS-9361
T-0020,2026-03-25,75.6,3.4,164581,FS-8844
T-0032,2026-03-16,16.0,3.18,135086,FS-8550
T-0022,2026-03-27,22.2,3.51,26107,FS-2033
T-0020,2026-04-02,43.5,4.22,75147,FS-5424
T-0028,2026-03-31,41.7,4.81,25819,FS-6278
T-0043,2026-03-29,12.5,3.56,112538,FS-2503
T-0004,2026-03-18,70.7,4.37,232389,FS-1394
T-0024,2026-03-30,63.8,3.86,92252,FS-4857
T-0014,2026-03-27,29.3,3.97,200235,FS-8065
T-0015,2026-03-25,31.3,3.47,157912,FS-9754
T-0036,2026-03-27,10.0,4.3,83175,FS-7707
T-0035,2026-03-22,31.1,3.69,197896,FS-5602
T-0047,2026-03-24,60.9,4.22,120081,FS-4857
T-0014,2026-03-17,78.1,3.9,154130,FS-8571
T-0017,2026-03-18,75.7,4.38,52197,FS-8158
T-0004,2026-03-15,54.9,4.36,141193,FS-7441
T-0014,2026-03-20,55.4,4.35,219215,FS-9361
T-0011,2026-03-30,45.4,3.38,275853,FS-2845
T-0050,2026-03-24,15.6,4.74,136442,FS-3014
T-0026,2026-03-22,75.2,4.04,161663,FS-1946
T-0019,2026-04-03,27.1,4.85,259065,FS-7225
T-0019,2026-03-17,46.1,3.78,63562,FS-3380
T-0020,2026-03-17,53.8,3.13,289141,FS-8844
T-0032,2026-03-15,15.4,3.79,185453,FS-3014
T-0027,2026-03-31,45.1,3.97,298125,FS-6383
T-0004,2026-03-24,67.9,4.02,225675,FS-6318
T-0031,2026-03-18,16.0,3.4,267787,FS-7225
T-0027,2026-03-17,61.5,4.47,104327,FS-7692
T-0032,2026-04-01,37.9,3.73,218065,FS-1307
T-0029,2026-03-27,75.5,4.23,163818,FS-3520
T-0001,2026-03-20,38.7,3.21,170726,FS-1946
T-0016,2026-03-19,16.4,3.88,37017,FS-4733
T-0024,2026-04-05,32.3,3.3,268096,FS-3174
T-0032,2026-03-16,44.9,3.5,244361,FS-7047
T-0008,2026-03-22,60.6,3.52,119098,FS-5648
T-0010,2026-03-27,79.8,3.29,29023,FS-4724
T-0012,2026-03-18,51.5,3.55,31372,FS-4297
T-0030,2026-03-15,30.6,4.42,193804,FS-4427
T-0007,2026-03-19,34.8,3.98,133478,FS-8969
T-0030,2026-03-21,67.9,3.77,245806,FS-7563
T-0038,2026-04-03,77.2,3.57,40282,FS-8844
T-0002,2026-03-18,61.5,4.1,41910,FS-6546
T-0005,2026-04-02,18.4,3.72,263670,FS-2939
T-0049,2026-03-30,10.9,3.76,103520,FS-2373
T-0049,2026-04-03,27.1,4.19,22248,FS-4643
T-0024,2026-03-29,51.0,3.18,214289,FS-3845
T-0047,2026-03-16,44.3,4.03,34117,FS-1394
T-0009,2026-03-25,77.3,3.37,228961,FS-5648
T-0037,2026-03-30,70.5,3.63,117444,FS-9175
T-0013,2026-03-29,77.1,3.48,282658,FS-2989
T-0033,2026-04-05,78.3,3.31,98422,FS-2503
T-0039,2026-03-26,33.8,3.43,254780,FS-7500
T-0032,2026-04-02,36.9,4.25,135799,FS-2239
T-0034,2026-03-26,18.5,4.8,202710,FS-1175
T-0036,2026-04-04,51.6,3.47,87147,FS-5195
T-0050,2026-03-31,71.7,4.58,114755,FS-8397
T-0007,2026-03-29,23.5,3.92,38214,FS-1330
T-0002,2026-04-02,16.4,3.35,185753,FS-3657
T-0040,2026-04-05,66.0,4.45,81780,FS-3380
T-0007,2026-03-23,55.7,3.43,58737,FS-3845
T-0014,2026-03-24,37.8,3.64,65097,FS-9019
T-0010,2026-03-17,41.5,4.26,255871,FS-1240
T-0014,2026-03-27,34.2,4.04,94906,FS-8065
T-0011,2026-04-01,75.0,4.62,255066,FS-7636
T-0002,2026-04-04,67.8,3.28,221726,FS-5314
T-0034,2026-03-18,24.1,4.84,60491,FS-7500
T-0024,2026-03-15,11.5,3.26,55321,FS-7441
T-0004,2026-03-21,12.5,3.72,112757,FS-1029
T-0034,2026-04-02,70.0,3.26,43661,FS-4139
T-0014,2026-03-28,35.5,3.3,292662,FS-5613
T-0045,2026-03-25,60.6,4.63,143326,FS-3380
T-0008,2026-03-24,36.1,4.8,56452,FS-7196
T-0006,2026-04-01,54.0,3.86,146774,FS-3014
T-0009,2026-03-23,50.1,3.51,264139,FS-8170
T-0013,2026-03-20,44.7,4.14,235325,FS-8170
T-0016,2026-04-03,59.9,3.37,299627,FS-1582
T-0012,2026-03-17,52.7,4.15,159185,FS-8797
T-0038,2026-03-18,53.2,3.71,61296,FS-1582
T-0027,2026-04-02,57.2,4.6,297893,FS-9062
T-0007,2026-04-01,58.9,3.39,31027,FS-8797
T-0050,2026-03-15,16.8,3.39,136756,FS-4724
T-0017,2026-03-15,53.9,3.55,157513,FS-8571
T-0038,2026-04-03,59.2,4.63,180102,FS-8797
T-0043,2026-03-25,14.9,4.08,265736,FS-3845
T-0023,2026-03-27,68.6,3.75,74931,FS-1892
T-0048,2026-03-29,19.4,4.26,295041,FS-5608
T-0049,2026-04-05,22.9,3.48,291526,FS-9337
T-0006,2026-04-02,51.0,4.33,121781,FS-9175
T-0012,2026-03-21,29.5,4.24,177321,FS-9134
T-0020,2026-03-20,41.3,3.88,280478,FS-4857
T-0046,2026-03-18,69.1,4.14,198847,FS-3657
T-0042,2026-04-03,50.5,3.61,77193,FS-3016
T-0006,2026-03-22,61.7,3.2,175444,FS-6383
T-0041,2026-03-17,39.9,3.37,41087,FS-2239
T-0028,2026-04-01,42.3,3.81,188892,FS-3657
T-0045,2026-03-23,62.1,3.6,222707,FS-8797
T-0001,2026-04-03,16.6,3.43,196582,FS-3231
T-0010,2026-03-29,24.5,3.28,206412,FS-1582
T-0030,2026-03-16,67.4,3.96,47919,FS-3845
T-0049,2026-04-05,44.2,4.11,78273,FS-1029
T-0029,2026-03-22,67.9,3.17,194102,FS-8550
T-0018,2026-03-31,46.3,4.48,280444,FS-2845
T-0023,2026-03-22,56.1,3.96,30873,FS-5314
T-0021,2026-04-05,40.5,4.62,38986,FS-8969
T-0015,2026-03-25,46.6,3.86,141029,FS-2239
T-0022,2026-03-16,25.3,4.15,86809,FS-1582
T-0042,2026-03-30,56.9,4.21,199464,FS-1582
T-0016,2026-03-23,44.6,4.13,88085,FS-9670
T-0036,2026-03-19,20.9,3.94,167351,FS-9457
T-0030,2026-03-19,54.3,4.39,227830,FS-4857
T-0014,2026-03-20,31.1,3.33,186613,FS-9088
T-0021,2026-03-17,20.0,4.32,66701,FS-4297
T-0008,2026-04-04,17.0,4.44,249818,FS-5415
T-0003,2026-03-15,43.5,4.11,182091,FS-7027
T-0009,2026-03-17,58.0,4.31,136421,FS-5602
T-0018,2026-03-31,12.1,4.08,73664,FS-1175
T-0040,2026-03-24,27.1,4.27,265036,FS-9019
T-0016,2026-03-30,72.6,4.4,274595,FS-1240
T-0006,2026-03-26,56.7,3.67,279381,FS-5648
T-0008,2026-03-19,44.7,4.05,26626,FS-3813
T-0012,2026-03-19,23.5,3.72,193905,FS-7500
T-0007,2026-04-01,71.4,4.42,23250,FS-2845
T-0039,2026-03-26,51.4,3.96,19302,FS-2239
T-0016,2026-03-26,16.6,4.22,275574,FS-1175
T-0001,2026-03-18,11.4,4.51,225296,FS-8844
T-0014,2026-03-15,69.0,3.79,233680,FS-6482
T-0010,2026-03-15,38.1,3.94,244101,FS-4857
T-0015,2026-03-17,19.1,4.19,34819,FS-3520
T-0016,2026-03-15,63.6,3.86,247492,FS-9175
T-0047,2026-04-04,54.3,3.78,240038,FS-6535
T-0041,2026-03-29,18.0,3.24,97408,FS-9134
T-0003,2026-03-23,55.2,4.61,113143,FS-2373
T-0025,2026-03-24,70.2,4.03,285803,FS-1307
T-0020,2026-03-20,47.2,3.4,80288,FS-1946
T-0008,2026-03-30,24.3,3.38,253001,FS-3380
T-0049,2026-03-25,74.1,3.2,111302,FS-8850
T-0035,2026-03-31,33.5,4.66,159093,FS-1175
T-0021,2026-03-20,49.6,3.66,30436,FS-1175
T-0043,2026-03-27,50.7,3.64,43312,FS-2239
T-0024,2026-03-27,29.0,3.93,49548,FS-9519
T-0045,2026-04-03,64.6,3.97,65835,FS-2845
T-0017,2026-04-05,79.3,3.67,135160,FS-7196
T-0003,2026-03-26,56.9,3.21,17253,FS-8550
T-0017,2026-04-04,16.9,4.84,45479,FS-5195
T-0045,2026-03-16,54.0,4.6,106378,FS-1394
T-0036,2026-03-19,12.5,4.62,112745,FS-1892
T-0011,2026-03-21,48.7,4.11,210584,FS-7563
T-0006,2026-03-23,12.9,4.63,59895,FS-2989
T-0001,2026-03-19,49.0,3.94,142977,FS-7805
T-0013,2026-04-03,50.1,4.21,175509,FS-5608
T-0029,2026-04-04,62.7,3.57,179399,FS-7805
T-0047,2026-03-21,16.8,3.27,227497,FS-3443
T-0034,2026-03-22,13.4,4.4,137283,FS-2373
T-0002,2026-03-22,20.6,4.23,25477,FS-4643
T-0050,2026-03-16,14.1,4.62,36053,FS-5314
T-0042,2026-03-27,73.9,4.2,173530,FS-1764
T-0011,2026-03-23,15.8,3.75,146698,FS-6370
T-0034,2026-03-27,63.8,4.29,25336,FS-3195
T-0036,2026-03-22,54.4,4.62,42360,FS-7047
T-0029,2026-03-27,65.0,4.31,106273,FS-3231
T-0047,2026-03-20,53.2,3.37,83975,FS-1307
T-0028,2026-03-22,21.0,4.49,289731,FS-6482
T-0040,2026-03-23,18.0,3.28,277442,FS-8571
T-0016,2026-03-25,63.0,3.95,108715,FS-1672
T-0040,2026-04-04,57.6,3.87,137925,FS-6546
T-0038,2026-04-04,56.5,4.12,283626,FS-4643
T-0028,2026-03-25,61.7,3.48,208881,FS-1892
T-0021,2026-03-26,37.9,4.4,59768,FS-1683
T-0030,2026-04-04,48.8,3.69,193307,FS-6278
T-0017,2026-03-19,14.5,4.36,73310,FS-9419
T-0011,2026-04-03,67.9,4.78,24830,FS-7018
T-0018,2026-03-21,56.9,3.37,105167,FS-3845
T-0020,2026-03-24,55.5,3.64,284879,FS-1307
T-0044,2026-04-05,65.0,4.2,17363,FS-2373
T-0007,2026-03-23,33.3,4.47,210058,FS-3520
T-0021,2026-03-18,53.5,3.17,274709,FS-5277
T-0020,2026-03-19,71.4,3.95,146224,FS-9419
T-0036,2026-03-18,51.5,4.56,132273,FS-7563
T-0029,2026-03-23,14.0,4.64,79305,FS-8397
T-0006,2026-03-30,28.5,4.82,255210,FS-9385
T-0043,2026-03-27,72.8,3.61,162129,FS-6535
T-0039,2026-03-15,26.1,4.05,81039,FS-8065
T-0022,2026-03-20,29.8,3.8,181307,FS-6017
T-0050,2026-03-16,29.7,4.81,229601,FS-6017
T-0033,2026-04-03,19.8,4.43,171081,FS-3657
T-0046,2026-04-04,54.5,4.15,50004,FS-3657
T-0001,2026-04-04,79.4,3.69,201784,FS-3380
T-0008,2026-03-25,21.1,3.59,112158,FS-6370
T-0005,2026-04-05,72.8,3.48,268187,FS-7707
T-0027,2026-04-02,45.7,3.9,199456,FS-1303
T-0042,2026-04-05,75.2,3.86,188536,FS-9361
T-0006,2026-03-15,34.6,3.65,164631,FS-5648
T-0045,2026-03-31,58.5,4.01,109008,FS-9337
T-0038,2026-03-26,12.3,4.69,206444,FS-5277
T-0005,2026-03-26,17.2,3.44,116158,FS-6546
T-0013,2026-03-22,39.6,4.35,71746,FS-6482
T-0014,2026-04-04,35.0,4.68,281170,FS-1672
T-0049,2026-03-15,46.2,4.18,157127,FS-7225
T-0013,2026-03-24,57.8,3.52,259297,FS-1683
T-0038,2026-04-05,63.6,4.81,180739,FS-1946
T-0044,2026-03-22,66.4,3.64,41483,FS-9385
T-0043,2026-03-26,38.3,3.4,28226,FS-3657
T-0043,2026-03-16,15.7,3.73,176522,FS-3520
T-0032,2026-03-23,11.0,4.26,155663,FS-5203
T-0006,2026-03-15,17.3,3.69,296958,FS-9385
T-0035,2026-03-19,75.8,3.85,197793,FS-2845
T-0018,2026-03-17,11.5,3.21,239447,FS-3813
T-0027,2026-04-03,27.8,4.64,130601,FS-1175
T-0039,2026-03-22,62.0,4.44,179648,FS-6535
T-0006,2026-04-04,29.1,4.44,260676,FS-9457
T-0027,2026-03-18,20.4,3.45,40859,FS-9457
T-0024,2026-03-17,19.6,4.73,206815,FS-1342
T-0010,2026-03-21,34.2,3.51,261078,FS-2845
T-0040,2026-03-18,45.5,4.6,132002,FS-9062
T-0009,2026-03-27,79.2,4.14,231949,FS-4427
T-0009,2026-03-23,59.4,3.85,29414,FS-4724
T-0032,2026-03-22,74.3,4.15,177567,FS-1946
T-0029,2026-03-17,47.6,4.52,41008,FS-7805
T-0034,2026-04-04,67.9,4.07,138330,FS-4857
T-0008,2026-04-05,52.3,3.3,195116,FS-1946
T-0034,2026-03-27,46.9,4.13,236789,FS-3813
T-0027,2026-03-16,18.3,4.35,263041,FS-8571
T-0013,2026-03-18,65.3,3.22,65980,FS-8571
T-0001,2026-03-22,15.4,3.17,138108,FS-6181
T-0002,2026-03-30,33.4,4.13,31480,FS-1342
T-0037,2026-03-23,59.4,4.01,281713,FS-7225
T-0009,2026-04-04,17.1,3.6,110213,FS-6370
T-0049,2026-03-27,19.6,3.95,177421,FS-1394
T-0003,2026-03-22,61.5,3.84,194971,FS-7441
T-0047,2026-03-16,47.1,4.14,214085,FS-7500
T-0042,2026-03-18,34.4,3.38,272657,FS-2939
T-0013,2026-03-19,42.4,3.13,151963,FS-6318
T-0031,2026-03-30,18.3,4.21,107778,FS-4724
T-0034,2026-04-05,40.7,4.11,17512,FS-6535
T-0040,2026-03-23,25.8,3.89,163288,FS-9361
T-0003,2026-03-17,60.9,4.23,126521,FS-4427
T-0024,2026-03-23,51.0,3.94,143261,FS-2939
T-0018,2026-03-29,30.5,3.45,196557,FS-6017
T-0043,2026-04-05,43.3,3.77,159108,FS-6383
T-0022,2026-03-29,16.5,3.5,172182,FS-9088
T-0050,2026-03-31,61.5,4.65,246151,FS-2841
T-0010,2026-03-21,68.4,4.4,227556,FS-5613
T-0037,2026-03-29,32.0,4.3,70962,FS-8170
T-0017,2026-03-16,72.6,4.25,89481,FS-9062
T-0032,2026-03-16,45.0,4.68,102421,FS-2503
T-0029,2026-03-17,50.6,4.15,260162,FS-2359
T-0039,2026-03-29,64.9,3.85,19723,FS-1892
T-0041,2026-03-20,71.5,4.32,16233,FS-4857
T-0010,2026-03-20,24.2,4.08,61360,FS-9019
T-0036,2026-03-31,18.2,3.65,56471,FS-9019
T-0012,2026-03-26,19.5,4.25,41767,FS-1342
T-0015,2026-03-28,55.0,3.24,225551,FS-1330
T-0029,2026-04-03,21.5,4.19,120122,FS-3231
